cdr_id,case_id,caller_phone,receiver_phone,timestamp,duration_seconds,location,cell_tower
CDR-3280D000,CASE-0183,+917859779167,+914894739643,2023-07-03T23:25:00,1061,New Town,TOWER-618
CDR-0B20669F,CASE-0281,+919868700701,+911783712700,2023-01-24T09:38:00,17,Jubilee Hills,TOWER-268
CDR-BDAB54E6,CASE-0406,+919032394980,+912032910541,2023-07-03T06:42:00,1529,Gurgaon Sector 29,TOWER-297
CDR-9ADE2B7E,CASE-0458,+915941333407,+916209181900,2023-03-02T14:20:00,776,New Town,TOWER-390
CDR-009F33F6,CASE-0370,+918388825721,+918002948681,2023-06-28T02:50:00,1808,Gachibowli,TOWER-267
CDR-59200FE5,CASE-0438,+917290393874,+911459531481,2023-06-15T09:33:00,3423,Connaught Place,TOWER-808
CDR-0D6E0A1C,CASE-0416,+914359315208,+916218919542,2023-09-03T11:58:00,646,Jubilee Hills,TOWER-948
CDR-28C0E04F,CASE-0214,+912599338749,+919485388298,2023-04-17T10:12:00,1887,Bandra Kurla Complex,TOWER-578
CDR-574C6BB2,CASE-0497,+918537062307,+919879741745,2023-07-06T23:02:00,1173,Noida Sector 18,TOWER-588
CDR-32243B19,CASE-0166,+911760323683,+919270550626,2023-08-01T11:05:00,2043,Viman Nagar,TOWER-253
CDR-31A4EB94,CASE-0120,+919468912214,+911914368956,2023-08-10T18:56:00,1584,Karol Bagh,TOWER-841
CDR-2264BC47,CASE-0444,+913342991328,+914359315208,2023-06-03T16:36:00,295,Hinjewadi,TOWER-229
CDR-D132F5CD,CASE-0135,+917499454816,+915140721957,2023-10-02T04:22:00,2807,Indiranagar,TOWER-682
CDR-5AD808D3,CASE-0077,+917186478103,+913493599811,2023-10-04T18:21:00,1591,Jubilee Hills,TOWER-865
CDR-EFECA745,CASE-0234,+913608715525,+911550098296,2023-06-14T01:26:00,2286,Koramangala,TOWER-128
CDR-D3481C38,CASE-0091,+916209181900,+914843010220,2023-02-23T18:55:00,3419,Gachibowli,TOWER-658
CDR-3FB2D589,CASE-0186,+916367870316,+912576635475,2023-08-25T07:57:00,3430,Koramangala,TOWER-694
CDR-421FE36E,CASE-0054,+910727945947,+918557799770,2023-07-25T15:24:00,922,Andheri West,TOWER-645
CDR-638C7E8D,CASE-0189,+914271636761,+914235432636,2023-01-08T22:32:00,2077,New Town,TOWER-187
CDR-4D2B8376,CASE-0173,+912301663207,+919119028874,2023-01-24T16:02:00,2023,Bandra Kurla Complex,TOWER-549
CDR-760DBB13,CASE-0078,+910539363533,+918289021886,2023-07-21T12:24:00,2417,Gurgaon Sector 29,TOWER-192
CDR-3901B304,CASE-0113,+910753540823,+917974923764,2023-08-25T07:11:00,1984,Jubilee Hills,TOWER-866
CDR-82BA8F14,CASE-0189,+914271636761,+915024878084,2023-05-27T05:31:00,2146,Secunderabad Railway Station,TOWER-638
CDR-89193BE9,CASE-0023,+912848587043,+914271636761,2023-09-22T13:19:00,1008,Salt Lake City,TOWER-209
CDR-C5A69A19,CASE-0239,+918343190114,+914342959517,2023-02-18T20:11:00,388,Bandra Kurla Complex,TOWER-513
CDR-0311521D,CASE-0224,+916209181900,+916209225005,2023-04-30T13:39:00,2205,Anna Nagar,TOWER-591
CDR-3EC9C8EA,CASE-0260,+917343629940,+914117508541,2023-05-25T20:19:00,1683,T Nagar,TOWER-517
CDR-96CB9438,CASE-0466,+912062619351,+911782032348,2023-02-02T15:41:00,738,Karol Bagh,TOWER-428
CDR-7837F8BA,CASE-0163,+917132171071,+911088478248,2023-06-24T19:25:00,2663,Gachibowli,TOWER-951
CDR-BA4C954E,CASE-0302,+918341046989,+910177922791,2023-02-20T13:01:00,513,Gachibowli,TOWER-570
CDR-DBDEACEB,CASE-0269,+917290393874,+917290393874,2023-07-26T19:04:00,421,New Town,TOWER-411
CDR-8577E586,CASE-0191,+915148982381,+916680144568,2023-08-24T05:51:00,1421,Vasant Kunj,TOWER-806
CDR-4C54BDF7,CASE-0411,+917052444364,+917614234339,2023-03-14T03:49:00,2109,Gachibowli,TOWER-221
CDR-EBE0A09E,CASE-0291,+915720825366,+917407457201,2023-06-09T00:12:00,2856,Karol Bagh,TOWER-560
CDR-6B3C5C9D,CASE-0048,+915148982381,+919458484561,2023-02-10T14:24:00,2497,Gachibowli,TOWER-581
CDR-57C2E1E3,CASE-0035,+912062619351,+916122759757,2023-02-05T01:33:00,969,Gachibowli,TOWER-786
CDR-68937104,CASE-0110,+915964415554,+918843545700,2023-02-09T05:42:00,1411,Bandra Kurla Complex,TOWER-615
CDR-59EF807E,CASE-0318,+916816782144,+911250592000,2023-04-06T08:48:00,440,Secunderabad Railway Station,TOWER-984
CDR-E1575DC9,CASE-0261,+917120808597,+914813120521,2023-06-22T14:39:00,2081,New Town,TOWER-159
CDR-07624C0A,CASE-0027,+917209157503,+917548912004,2023-07-09T16:52:00,1284,Andheri West,TOWER-534
CDR-E6DFA125,CASE-0318,+915333219201,+912721461236,2023-08-13T01:28:00,698,Koramangala,TOWER-640
CDR-D51FE08E,CASE-0201,+915950179837,+911255130336,2023-07-24T23:22:00,1652,Hinjewadi,TOWER-180
CDR-FE82443E,CASE-0486,+910868338542,+916302572070,2023-09-14T14:33:00,1138,Anna Nagar,TOWER-561
CDR-772C5A56,CASE-0092,+915025692620,+918669095684,2023-10-14T19:02:00,2197,Indiranagar,TOWER-849
CDR-8CEF4819,CASE-0129,+912062619351,+912054211189,2023-04-16T01:00:00,2320,Karol Bagh,TOWER-342
CDR-D1C6E82A,CASE-0384,+915222093094,+919831494910,2023-06-13T21:32:00,1229,T Nagar,TOWER-255
CDR-D22C1C64,CASE-0211,+911251754409,+917849036761,2023-01-15T18:18:00,810,Gachibowli,TOWER-352
CDR-044A2901,CASE-0061,+911341083704,+912851511190,2023-01-28T13:19:00,3257,Viman Nagar,TOWER-272
CDR-18F9F75A,CASE-0098,+916209181900,+910895664340,2023-05-01T13:05:00,1905,Hinjewadi,TOWER-263
CDR-9AD5B22B,CASE-0324,+917290393874,+919458484561,2023-05-06T12:09:00,1643,Indiranagar,TOWER-696
CDR-AD5F89CE,CASE-0159,+915024878084,+915024878084,2023-09-08T14:42:00,2084,Viman Nagar,TOWER-751
CDR-2DA50B93,CASE-0220,+916104412092,+912429227401,2023-04-12T11:15:00,146,Viman Nagar,TOWER-856
CDR-4039DAC0,CASE-0108,+913074578108,+914832858819,2023-08-23T10:59:00,3235,New Town,TOWER-700
CDR-E3ACDE0E,CASE-0189,+913096294997,+916209181900,2023-10-25T11:20:00,388,Gachibowli,TOWER-405
CDR-92061D04,CASE-0055,+913842157215,+911899845383,2023-06-30T14:10:00,2116,Salt Lake City,TOWER-660
CDR-DCC7413F,CASE-0040,+916545723527,+913713076567,2023-05-13T07:10:00,1758,Jubilee Hills,TOWER-999
CDR-47AAF3E4,CASE-0012,+916209181900,+910753540823,2023-05-01T05:15:00,533,Andheri West,TOWER-740
CDR-D02BCAA4,CASE-0325,+912652774044,+911078549944,2023-09-02T12:37:00,1743,Connaught Place,TOWER-803
CDR-EC91B380,CASE-0085,+915531955522,+914271636761,2023-01-09T11:57:00,1091,Anna Nagar,TOWER-796
CDR-7C68CBAE,CASE-0431,+911977332202,+918194607391,2023-06-28T12:36:00,149,Anna Nagar,TOWER-901
CDR-EA7F1E31,CASE-0151,+912273170905,+919458484561,2023-08-07T00:31:00,783,Hinjewadi,TOWER-961
CDR-58788E11,CASE-0027,+910093433772,+918949735838,2023-04-02T17:03:00,3280,Gurgaon Sector 29,TOWER-111
CDR-821EC5D3,CASE-0408,+919397935732,+913975433895,2023-08-18T04:32:00,3146,Indiranagar,TOWER-576
CDR-D17BB729,CASE-0041,+910257807600,+912664113185,2023-02-26T01:25:00,3187,Indiranagar,TOWER-918
CDR-DE71D520,CASE-0261,+912440682429,+917045340949,2023-03-21T15:47:00,790,New Town,TOWER-276
CDR-09BFA80D,CASE-0098,+916209181900,+913406493214,2023-08-26T04:36:00,3091,T Nagar,TOWER-642
CDR-D24AE6A2,CASE-0211,+911251754409,+913973548446,2023-03-02T11:51:00,373,T Nagar,TOWER-828
CDR-76E552A3,CASE-0216,+914271636761,+917723788616,2023-06-30T10:00:00,2768,Viman Nagar,TOWER-518
CDR-4A195AB3,CASE-0414,+919426746769,+918518569781,2023-03-15T18:54:00,133,Koramangala,TOWER-787
CDR-2F0DD16A,CASE-0413,+912652392093,+919653874195,2023-03-31T06:25:00,617,Noida Sector 18,TOWER-862
CDR-E728D85C,CASE-0112,+918947227783,+916160700392,2023-10-27T10:16:00,1057,Anna Nagar,TOWER-522
CDR-6E06B2B2,CASE-0281,+919868700701,+918630378104,2023-03-25T12:19:00,427,Hinjewadi,TOWER-608
CDR-57E6C53E,CASE-0070,+913608715525,+919315221022,2023-04-15T17:55:00,18,Salt Lake City,TOWER-464
CDR-49CDC7AB,CASE-0321,+911885956157,+911735580758,2023-05-11T09:14:00,55,Salt Lake City,TOWER-313
CDR-3E2AFB2F,CASE-0287,+917290393874,+916209181900,2023-02-09T02:25:00,1123,Bandra Kurla Complex,TOWER-417
CDR-19EFDEBF,CASE-0022,+911967835346,+919661970080,2023-07-31T01:09:00,880,T Nagar,TOWER-501
CDR-BB4118EA,CASE-0159,+910753540823,+919480379526,2023-01-04T03:22:00,2712,Salt Lake City,TOWER-331
CDR-22AAD8C2,CASE-0253,+912905227010,+914209644826,2023-01-10T14:46:00,2404,T Nagar,TOWER-262
CDR-2E8E4DDA,CASE-0100,+912327664078,+914597492551,2023-03-01T20:03:00,1326,Noida Sector 18,TOWER-194
CDR-EBF4E445,CASE-0268,+910629220881,+912369427406,2023-10-23T09:43:00,1608,Indiranagar,TOWER-369
CDR-49FEE127,CASE-0406,+919032394980,+911353221971,2023-08-16T17:47:00,3548,Secunderabad Railway Station,TOWER-264
CDR-CDE8CBA4,CASE-0407,+912314514797,+918050919183,2023-02-04T15:01:00,2958,Andheri West,TOWER-314
CDR-D4E4B4D7,CASE-0052,+916866149630,+917326255626,2023-07-27T07:20:00,1441,Viman Nagar,TOWER-256
CDR-CA403F92,CASE-0290,+911782032348,+915408718403,2023-06-16T14:06:00,3217,Hinjewadi,TOWER-103
CDR-05D442DD,CASE-0458,+913547280012,+910116966898,2023-08-02T02:59:00,1051,Hinjewadi,TOWER-990
CDR-50BC1BFA,CASE-0085,+911328945595,+914113187467,2023-05-16T17:12:00,586,Anna Nagar,TOWER-555
CDR-1A9A9BC7,CASE-0121,+910945335815,+917415066916,2023-02-08T14:18:00,312,Koramangala,TOWER-343
CDR-4B6D8F50,CASE-0194,+913975433895,+915712871971,2023-06-09T01:17:00,3475,T Nagar,TOWER-814
CDR-BACF7ED5,CASE-0305,+918571057472,+914359315208,2023-06-25T19:00:00,1674,Noida Sector 18,TOWER-295
CDR-D494608C,CASE-0448,+916337442824,+912183078548,2023-10-22T23:35:00,3033,Secunderabad Railway Station,TOWER-204
CDR-CD257ADE,CASE-0416,+917230410492,+915364965082,2023-05-18T08:39:00,3498,Karol Bagh,TOWER-440
CDR-1BB52D4F,CASE-0168,+916400599022,+917570070220,2023-10-20T08:09:00,2881,Secunderabad Railway Station,TOWER-513
CDR-AAAD4413,CASE-0064,+918545155824,+911885956157,2023-07-15T15:35:00,2402,Indiranagar,TOWER-425
CDR-3A9FB59C,CASE-0078,+911374194389,+911496971524,2023-07-14T01:18:00,221,Indiranagar,TOWER-252
CDR-E668007A,CASE-0356,+912496471378,+919692290924,2023-10-10T04:43:00,2744,Karol Bagh,TOWER-437
CDR-68C3BA12,CASE-0444,+918545155824,+911782032348,2023-08-01T08:49:00,2502,Hinjewadi,TOWER-203
CDR-417F3D7A,CASE-0302,+916494755078,+911330846154,2023-02-09T08:13:00,1369,Hinjewadi,TOWER-654
CDR-4356F0F6,CASE-0286,+913547280012,+918895373391,2023-10-05T23:45:00,3016,New Town,TOWER-381
CDR-429C09AA,CASE-0261,+912440682429,+914239058338,2023-07-19T20:34:00,2661,T Nagar,TOWER-180
CDR-4B20B938,CASE-0424,+912062619351,+913179332448,2023-07-24T06:20:00,1010,T Nagar,TOWER-551
CDR-0FB4167E,CASE-0417,+919458484561,+911885956157,2023-06-05T06:34:00,1749,Viman Nagar,TOWER-414
CDR-F4D3E553,CASE-0217,+918994187632,+918660834436,2023-04-18T01:32:00,1369,Gachibowli,TOWER-732
CDR-0EFDA846,CASE-0152,+915472697341,+914097175934,2023-03-02T01:36:00,1591,Anna Nagar,TOWER-570
CDR-AA10DE6F,CASE-0319,+910753540823,+915024878084,2023-09-12T20:49:00,1315,New Town,TOWER-978
CDR-9D1BC38E,CASE-0260,+917349048307,+911090691352,2023-03-16T07:37:00,2929,Andheri West,TOWER-420
CDR-9069AC93,CASE-0284,+917462757561,+919458484561,2023-06-16T14:14:00,12,Bandra Kurla Complex,TOWER-106
CDR-AC86D41D,CASE-0310,+913975433895,+918843545700,2023-02-04T10:02:00,2296,Koramangala,TOWER-827
CDR-30DA87F6,CASE-0180,+910932627488,+913845981274,2023-06-06T08:04:00,2622,Bandra Kurla Complex,TOWER-122
CDR-6D43EEBF,CASE-0036,+919767934534,+913197297244,2023-06-11T08:46:00,3107,Hinjewadi,TOWER-604
CDR-F0246126,CASE-0076,+911885956157,+914508010542,2023-08-22T15:57:00,1309,Salt Lake City,TOWER-395
CDR-B6AB80A9,CASE-0224,+916209181900,+917659824035,2023-07-18T16:45:00,3534,Connaught Place,TOWER-264
CDR-0DDC5F9A,CASE-0116,+913687677348,+916941881051,2023-05-05T13:04:00,1720,Jubilee Hills,TOWER-635
CDR-F6ABC6A4,CASE-0183,+911060410874,+919358311530,2023-02-06T11:28:00,1816,Vasant Kunj,TOWER-145
CDR-8824F065,CASE-0206,+915412799361,+911336694569,2023-08-10T03:33:00,1674,Salt Lake City,TOWER-147
CDR-ADEB743E,CASE-0289,+914573281467,+915249052133,2023-05-04T04:20:00,2413,Salt Lake City,TOWER-502
CDR-B1C6F26B,CASE-0344,+910932627488,+918776526561,2023-03-17T15:56:00,3319,Jubilee Hills,TOWER-806
CDR-C2DD1E61,CASE-0160,+918684724500,+917756848890,2023-03-23T23:16:00,268,Koramangala,TOWER-889
CDR-D3E8FE46,CASE-0020,+912652776906,+916159752479,2023-09-17T03:00:00,2502,Secunderabad Railway Station,TOWER-803
CDR-A43A35B7,CASE-0488,+911340095113,+910375024160,2023-05-25T18:48:00,1050,Secunderabad Railway Station,TOWER-165
CDR-467A9402,CASE-0074,+911214268637,+911634214996,2023-05-09T21:07:00,1902,Andheri West,TOWER-114
CDR-322455A7,CASE-0172,+912390045150,+918659146497,2023-06-26T13:08:00,2087,Gurgaon Sector 29,TOWER-393
CDR-E9B8A3B9,CASE-0014,+919458484561,+912062619351,2023-08-18T09:56:00,2318,Viman Nagar,TOWER-474
CDR-D498CB84,CASE-0253,+912905227010,+911522426534,2023-09-07T12:11:00,2442,T Nagar,TOWER-396
CDR-11F20A6A,CASE-0008,+910320690142,+914384901759,2023-08-08T18:22:00,433,Gurgaon Sector 29,TOWER-595
CDR-64424D90,CASE-0439,+914359315208,+916836823883,2023-01-29T06:28:00,1876,Secunderabad Railway Station,TOWER-805
CDR-8641A2B1,CASE-0381,+918236906110,+919248114362,2023-04-21T04:13:00,406,Karol Bagh,TOWER-364
CDR-DBEE3353,CASE-0109,+914239058338,+914809835000,2023-03-22T20:51:00,3018,Anna Nagar,TOWER-993
CDR-E9441BFE,CASE-0469,+916467269393,+915271957107,2023-06-27T09:02:00,2176,Noida Sector 18,TOWER-746
CDR-448716C3,CASE-0023,+912848587043,+916171634664,2023-05-13T17:38:00,3140,Indiranagar,TOWER-235
CDR-D0EB4E77,CASE-0034,+913792548322,+912431323273,2023-05-24T07:26:00,1815,Connaught Place,TOWER-431
CDR-B5378142,CASE-0090,+914733818239,+913984977877,2023-03-30T09:00:00,126,Andheri West,TOWER-692
CDR-A1B470EA,CASE-0038,+919274876041,+912277215564,2023-06-17T01:31:00,3095,Gurgaon Sector 29,TOWER-434
CDR-F48795C7,CASE-0299,+910122351319,+913743276401,2023-05-17T10:51:00,3024,Anna Nagar,TOWER-561
CDR-A0304A4C,CASE-0482,+917290393874,+915148982381,2023-09-17T05:15:00,561,Secunderabad Railway Station,TOWER-898
CDR-D62725C0,CASE-0496,+914359315208,+914359315208,2023-09-02T15:40:00,131,Andheri West,TOWER-543
CDR-EAFDB947,CASE-0383,+918635311558,+910539363533,2023-06-24T12:56:00,502,Secunderabad Railway Station,TOWER-657
CDR-C5AC57EA,CASE-0355,+917006373142,+914365497665,2023-08-25T23:29:00,1399,T Nagar,TOWER-639
CDR-403272CB,CASE-0052,+919388566362,+916556098463,2023-10-22T11:23:00,2317,Andheri West,TOWER-730
CDR-13E752E5,CASE-0172,+912390045150,+915510146761,2023-04-27T04:45:00,2894,Indiranagar,TOWER-928
CDR-A80A1856,CASE-0402,+914821754839,+915508695614,2023-07-23T16:18:00,1580,Salt Lake City,TOWER-228
CDR-008B1C5F,CASE-0375,+914931637046,+917578057707,2023-02-26T07:11:00,1030,Salt Lake City,TOWER-674
CDR-BF6C105A,CASE-0088,+916082178842,+914460544869,2023-03-12T21:13:00,2912,Anna Nagar,TOWER-968
CDR-9EDC711A,CASE-0271,+917290393874,+919302577838,2023-04-22T16:16:00,1415,Karol Bagh,TOWER-212
CDR-66B16312,CASE-0314,+918545155824,+915004756914,2023-09-23T16:43:00,1552,Karol Bagh,TOWER-776
CDR-6CDC0A7A,CASE-0488,+914050674687,+915387420869,2023-04-12T01:56:00,2108,Anna Nagar,TOWER-402
CDR-A2A955CB,CASE-0331,+910753540823,+919226916056,2023-02-08T10:41:00,2953,Gurgaon Sector 29,TOWER-720
CDR-24AE98CE,CASE-0251,+917290393874,+917290393874,2023-05-11T09:50:00,3431,Anna Nagar,TOWER-602
CDR-36E0940E,CASE-0245,+913975433895,+913199141645,2023-05-14T17:42:00,2811,Salt Lake City,TOWER-743
CDR-2A679775,CASE-0206,+913547280012,+911795165743,2023-06-13T16:12:00,336,Gurgaon Sector 29,TOWER-731
CDR-0C38AB24,CASE-0187,+918843545700,+912396401018,2023-08-28T16:35:00,1977,Salt Lake City,TOWER-332
CDR-00930D1D,CASE-0152,+915472697341,+912588542796,2023-05-09T06:56:00,1064,Hinjewadi,TOWER-358
CDR-0910BAC4,CASE-0282,+913724419126,+915024878084,2023-09-17T11:49:00,2608,Bandra Kurla Complex,TOWER-764
CDR-1FFACC67,CASE-0447,+919918850530,+919137558757,2023-06-05T06:48:00,1248,Indiranagar,TOWER-804
CDR-A70A9632,CASE-0322,+911151048469,+917434200719,2023-06-04T05:57:00,1566,Hinjewadi,TOWER-470
CDR-F162FE8C,CASE-0201,+915950179837,+914239058338,2023-05-22T07:55:00,2909,Indiranagar,TOWER-631
CDR-05B6D456,CASE-0467,+918843545700,+916060085137,2023-10-11T13:54:00,240,Secunderabad Railway Station,TOWER-743
CDR-EE12FD0F,CASE-0458,+913547280012,+913321370357,2023-04-10T00:44:00,2381,Koramangala,TOWER-930
CDR-2DDD73A1,CASE-0319,+914227256221,+910504833886,2023-02-25T21:18:00,3348,Viman Nagar,TOWER-349
CDR-6F6CBDE6,CASE-0195,+914359315208,+913124198766,2023-10-09T12:24:00,25,Connaught Place,TOWER-856
CDR-87333998,CASE-0402,+918742614667,+914116743846,2023-05-20T10:49:00,1996,Salt Lake City,TOWER-292
CDR-E8DF531F,CASE-0334,+911782032348,+910932627488,2023-01-10T04:49:00,1691,Jubilee Hills,TOWER-732
CDR-42295F5F,CASE-0401,+914606673509,+910378276141,2023-08-17T09:32:00,2043,Bandra Kurla Complex,TOWER-170
CDR-D55E69E1,CASE-0381,+917970357325,+913182604796,2023-09-14T09:04:00,1294,Bandra Kurla Complex,TOWER-454
CDR-A023CAD8,CASE-0186,+915247497583,+916630450753,2023-07-14T10:19:00,652,Karol Bagh,TOWER-576
CDR-4BE9FC33,CASE-0101,+910582788962,+919429378529,2023-10-23T03:41:00,1824,Gurgaon Sector 29,TOWER-826
CDR-1602113B,CASE-0400,+911239687906,+910679775800,2023-01-07T15:45:00,3253,Andheri West,TOWER-882
CDR-88660620,CASE-0263,+912789947990,+910351193387,2023-07-24T18:43:00,1956,Hinjewadi,TOWER-357
CDR-992BD5FF,CASE-0225,+915361276881,+914303195636,2023-02-14T12:15:00,2573,Gurgaon Sector 29,TOWER-208
CDR-AD1F4956,CASE-0070,+913608715525,+912500967964,2023-09-13T07:37:00,448,T Nagar,TOWER-903
CDR-77F7D460,CASE-0488,+911340095113,+919520126221,2023-09-13T14:34:00,2854,Noida Sector 18,TOWER-324
CDR-70EFA302,CASE-0210,+913494448113,+914419209903,2023-04-14T00:16:00,3475,Anna Nagar,TOWER-408
CDR-6139EA2E,CASE-0216,+919905492983,+915499193368,2023-06-13T17:49:00,2455,Connaught Place,TOWER-347
CDR-1778D856,CASE-0152,+915472697341,+914326967822,2023-10-22T13:21:00,2852,Indiranagar,TOWER-246
CDR-83D9C70A,CASE-0392,+911920023105,+914647400088,2023-03-16T15:07:00,1610,Connaught Place,TOWER-107
CDR-F78B62CB,CASE-0066,+912848587043,+912420850642,2023-07-22T23:04:00,1977,Koramangala,TOWER-724
CDR-E42033C6,CASE-0279,+913641130010,+910815355108,2023-06-28T06:05:00,2063,Anna Nagar,TOWER-356
CDR-FBFF494D,CASE-0153,+914271636761,+911351399569,2023-09-27T03:29:00,300,Noida Sector 18,TOWER-531
CDR-B2ADB538,CASE-0355,+915240512444,+912569759176,2023-03-12T21:06:00,1499,Gurgaon Sector 29,TOWER-591
CDR-9CA0E520,CASE-0342,+919141142870,+910210889456,2023-06-19T02:19:00,3467,Noida Sector 18,TOWER-200
CDR-E1F5E071,CASE-0299,+910122351319,+911095847945,2023-01-27T10:15:00,2312,Vasant Kunj,TOWER-592
CDR-E64E8EC8,CASE-0414,+910698567496,+918126369881,2023-04-19T23:12:00,2409,Secunderabad Railway Station,TOWER-617
CDR-4350C020,CASE-0240,+916786288566,+911952582061,2023-01-29T15:16:00,471,Viman Nagar,TOWER-213
CDR-593A9994,CASE-0405,+919934335238,+912829966217,2023-08-07T20:20:00,1982,Gachibowli,TOWER-528
CDR-1FDE2DF0,CASE-0077,+918624564306,+916619332866,2023-01-09T20:38:00,3435,Indiranagar,TOWER-489
CDR-DD15AB36,CASE-0228,+912073208742,+910305587362,2023-03-18T18:34:00,316,Gurgaon Sector 29,TOWER-926
CDR-4FD0A2F5,CASE-0405,+916428702606,+918624564306,2023-06-17T06:09:00,3351,Indiranagar,TOWER-222
CDR-3D47089F,CASE-0325,+912149025520,+913991116463,2023-04-14T20:00:00,206,Salt Lake City,TOWER-641
CDR-09491779,CASE-0428,+914809732235,+919360137632,2023-01-31T13:53:00,3537,Hinjewadi,TOWER-672
CDR-BA9657A0,CASE-0376,+914675877093,+915300399578,2023-10-22T02:28:00,3118,Vasant Kunj,TOWER-965
CDR-9A3C3239,CASE-0226,+916853038279,+911403450464,2023-02-10T03:29:00,3203,Andheri West,TOWER-820
CDR-700F2D5C,CASE-0060,+916056945064,+911135987812,2023-02-18T00:21:00,2070,Gachibowli,TOWER-111
CDR-23A28CE7,CASE-0285,+918939472482,+912300824841,2023-05-15T16:35:00,2090,Anna Nagar,TOWER-440
CDR-DBB56EDE,CASE-0257,+911885956157,+911415090572,2023-03-15T02:39:00,472,Hinjewadi,TOWER-849
CDR-2CC5A950,CASE-0110,+916915770196,+918646745808,2023-08-17T03:46:00,460,Anna Nagar,TOWER-836
CDR-FE8979AE,CASE-0037,+910539363533,+917636727667,2023-04-07T07:04:00,698,Bandra Kurla Complex,TOWER-955
CDR-E97DB925,CASE-0338,+911809919077,+919345912958,2023-07-20T17:10:00,464,Bandra Kurla Complex,TOWER-466
CDR-F9679DF4,CASE-0332,+912320285188,+917077749081,2023-08-06T00:09:00,1273,New Town,TOWER-871
CDR-AAF85AB0,CASE-0154,+914359315208,+915612655851,2023-06-21T07:08:00,160,T Nagar,TOWER-930
CDR-958CB579,CASE-0077,+917186478103,+914444430486,2023-03-23T01:04:00,2053,Anna Nagar,TOWER-740
CDR-E11EDCD6,CASE-0188,+916459405371,+913899349238,2023-02-16T11:24:00,1287,Hinjewadi,TOWER-118
CDR-CA1873AA,CASE-0367,+910860263703,+917670597895,2023-09-11T02:11:00,1227,Karol Bagh,TOWER-258
CDR-33CF6C3C,CASE-0350,+919564593648,+917822002191,2023-02-14T12:31:00,2837,T Nagar,TOWER-120
CDR-4BD6A565,CASE-0443,+912645116176,+915156686974,2023-03-18T00:15:00,1285,Gachibowli,TOWER-115
CDR-AC35AB7F,CASE-0014,+919458484561,+910162374605,2023-02-07T23:04:00,2828,Salt Lake City,TOWER-367
CDR-C816C9AD,CASE-0429,+917043408035,+918275475644,2023-03-04T00:14:00,3477,New Town,TOWER-697
CDR-8B62F55D,CASE-0079,+913384557273,+912935565536,2023-07-06T18:21:00,851,Gachibowli,TOWER-991
CDR-B7F8BD69,CASE-0377,+919538090596,+917379492073,2023-10-03T02:13:00,3123,Connaught Place,TOWER-114
CDR-6521D3DD,CASE-0369,+915586395351,+910898421814,2023-01-29T07:48:00,1802,Vasant Kunj,TOWER-793
CDR-18A7AFAB,CASE-0409,+917541620441,+911596722538,2023-03-11T07:11:00,2560,Indiranagar,TOWER-924
CDR-5C140AC0,CASE-0473,+919613352549,+919221036565,2023-08-09T02:29:00,2383,Noida Sector 18,TOWER-295
CDR-88B9E2A3,CASE-0275,+918545155824,+917290393874,2023-09-06T12:42:00,2056,Anna Nagar,TOWER-162
CDR-4EA3B04E,CASE-0361,+915512264400,+911472755620,2023-01-30T04:14:00,3042,Viman Nagar,TOWER-540
CDR-6BCE70E1,CASE-0211,+910698096181,+919893082149,2023-06-10T22:07:00,3393,Koramangala,TOWER-758
CDR-BD81A7A5,CASE-0303,+912209263659,+914721998297,2023-05-27T14:00:00,2169,Andheri West,TOWER-195
CDR-91DAEBA8,CASE-0408,+913975433895,+910539363533,2023-01-01T02:15:00,2956,Karol Bagh,TOWER-671
CDR-6DD5F08A,CASE-0452,+917290393874,+912062619351,2023-09-03T18:20:00,2610,Secunderabad Railway Station,TOWER-985
CDR-CB8F4507,CASE-0210,+915818845256,+919369532543,2023-05-03T06:40:00,2602,Gurgaon Sector 29,TOWER-761
CDR-7D3B801A,CASE-0158,+914577803160,+911902054236,2023-02-12T10:15:00,2257,Gurgaon Sector 29,TOWER-246
CDR-B8C45CB1,CASE-0375,+914931637046,+912044520470,2023-04-11T20:57:00,81,Vasant Kunj,TOWER-444
CDR-4E451488,CASE-0071,+911614562294,+918478243418,2023-08-21T04:41:00,3338,Viman Nagar,TOWER-639
CDR-FCE25C9C,CASE-0418,+918036253425,+918070131447,2023-07-20T16:26:00,344,Bandra Kurla Complex,TOWER-979
CDR-1376ABD6,CASE-0453,+915067831849,+913817557534,2023-07-07T07:16:00,2780,Jubilee Hills,TOWER-902
CDR-E542BADD,CASE-0212,+910711347853,+912602656870,2023-02-10T05:55:00,139,Secunderabad Railway Station,TOWER-303
CDR-161ACB26,CASE-0202,+910534435001,+919212048363,2023-03-17T02:16:00,1111,Anna Nagar,TOWER-687
CDR-1C197B4D,CASE-0278,+916209181900,+916209181900,2023-02-24T20:13:00,226,Hinjewadi,TOWER-486
CDR-A7180CFB,CASE-0369,+910557517168,+912440682429,2023-07-11T03:05:00,1699,Anna Nagar,TOWER-476
CDR-67561613,CASE-0220,+914359315208,+915132496237,2023-01-15T22:57:00,1948,Viman Nagar,TOWER-342
CDR-13EF5B90,CASE-0137,+911782032348,+916209181900,2023-03-21T19:36:00,1316,T Nagar,TOWER-500
CDR-E2A1B59A,CASE-0251,+918545155824,+911782032348,2023-09-14T02:27:00,2424,Hinjewadi,TOWER-925
